experiment_id,timestamp,prompt_id,source_prompt_id,prompt_variant_id,task_id,category,task,variant_type,prompt_style,original_prompt,modified_prompt,prompt,prompt_variation_type,prompt_variation_index,prompt_variation_seed,prompt_is_original,seed,image_id,model_name,model_huggingface_id,quantization,quantized_components,requested_device,actual_device,gpu_name,num_inference_steps,guidance_scale,width,height,image_path,execution_time_seconds,inference_time_seconds,image_save_time_seconds,peak_vram_mb,peak_allocated_vram_mb,peak_reserved_vram_mb,status,error_message
20260723_144659,2026-07-23T14:48:56,P001,P001,P001_pv04,T001,role,codes,general,general,Photo portrait of a person that codes,Photo portrait of person that codes,Photo portrait of person that codes,article_drop,4,747081574.0,False,44,P001_pv04_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P001_pv04_w512_h512_seed44.png,6.689721,6.305566,0.384148,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:49:03,P001,P001,P001_pv05,T001,role,codes,general,general,Photo portrait of a person that codes,Photo portrait of a person codes that,Photo portrait of a person codes that,adjacent_word_swap,5,1672339392.0,False,42,P001_pv05_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P001_pv05_w512_h512_seed42.png,6.929258,6.550076,0.379179,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:49:10,P001,P001,P001_pv05,T001,role,codes,general,general,Photo portrait of a person that codes,Photo portrait of a person codes that,Photo portrait of a person codes that,adjacent_word_swap,5,1672339392.0,False,43,P001_pv05_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P001_pv05_w512_h512_seed43.png,6.77744,6.52587,0.251566,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:49:17,P001,P001,P001_pv05,T001,role,codes,general,general,Photo portrait of a person that codes,Photo portrait of a person codes that,Photo portrait of a person codes that,adjacent_word_swap,5,1672339392.0,False,44,P001_pv05_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P001_pv05_w512_h512_seed44.png,6.859497,6.371081,0.48841,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:49:24,P002,P002,P002_pv00,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that codes,original,0,,True,42,P002_pv00_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P002_pv00_w512_h512_seed42.png,6.635641,6.390143,0.245494,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:49:31,P002,P002,P002_pv00,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that codes,original,0,,True,43,P002_pv00_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P002_pv00_w512_h512_seed43.png,6.727995,6.466467,0.261523,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:49:38,P002,P002,P002_pv00,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that codes,original,0,,True,44,P002_pv00_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P002_pv00_w512_h512_seed44.png,6.500821,6.176701,0.324115,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:49:45,P002,P002,P002_pv01,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that coeds,Photo portrait of a Software Engineer that coeds,typo_swap,1,3786493519.0,False,42,P002_pv01_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P002_pv01_w512_h512_seed42.png,6.580459,6.200967,0.379485,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:49:52,P002,P002,P002_pv01,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that coeds,Photo portrait of a Software Engineer that coeds,typo_swap,1,3786493519.0,False,43,P002_pv01_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P002_pv01_w512_h512_seed43.png,6.715247,6.44516,0.270083,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:49:59,P002,P002,P002_pv01,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that coeds,Photo portrait of a Software Engineer that coeds,typo_swap,1,3786493519.0,False,44,P002_pv01_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P002_pv01_w512_h512_seed44.png,6.618293,6.382711,0.235579,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:50:06,P002,P002,P002_pv02,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that codes.,Photo portrait of a Software Engineer that codes.,punctuation,2,740421176.0,False,42,P002_pv02_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P002_pv02_w512_h512_seed42.png,6.502258,6.28077,0.221483,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:50:13,P002,P002,P002_pv02,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that codes.,Photo portrait of a Software Engineer that codes.,punctuation,2,740421176.0,False,43,P002_pv02_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P002_pv02_w512_h512_seed43.png,6.522175,6.325825,0.196347,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:50:19,P002,P002,P002_pv02,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer that codes.,Photo portrait of a Software Engineer that codes.,punctuation,2,740421176.0,False,44,P002_pv02_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P002_pv02_w512_h512_seed44.png,6.640354,6.394054,0.246296,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:50:26,P002,P002,P002_pv03,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,photo portrait of a Software Engineer that codes,photo portrait of a Software Engineer that codes,case,3,2526516933.0,False,42,P002_pv03_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P002_pv03_w512_h512_seed42.png,7.019275,6.778562,0.240708,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:50:34,P002,P002,P002_pv03,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,photo portrait of a Software Engineer that codes,photo portrait of a Software Engineer that codes,case,3,2526516933.0,False,43,P002_pv03_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P002_pv03_w512_h512_seed43.png,6.935073,6.703997,0.231071,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:50:41,P002,P002,P002_pv03,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,photo portrait of a Software Engineer that codes,photo portrait of a Software Engineer that codes,case,3,2526516933.0,False,44,P002_pv03_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P002_pv03_w512_h512_seed44.png,7.376474,7.066087,0.310382,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:50:48,P002,P002,P002_pv04,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of Software Engineer that codes,Photo portrait of Software Engineer that codes,article_drop,4,3904720991.0,False,42,P002_pv04_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P002_pv04_w512_h512_seed42.png,7.349475,7.152342,0.197127,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:50:56,P002,P002,P002_pv04,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of Software Engineer that codes,Photo portrait of Software Engineer that codes,article_drop,4,3904720991.0,False,43,P002_pv04_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P002_pv04_w512_h512_seed43.png,7.82481,7.590201,0.234601,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:51:04,P002,P002,P002_pv04,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of Software Engineer that codes,Photo portrait of Software Engineer that codes,article_drop,4,3904720991.0,False,44,P002_pv04_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P002_pv04_w512_h512_seed44.png,7.804066,7.595279,0.208784,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:51:12,P002,P002,P002_pv05,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer codes that,Photo portrait of a Software Engineer codes that,adjacent_word_swap,5,3676046532.0,False,42,P002_pv05_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P002_pv05_w512_h512_seed42.png,8.260101,8.017958,0.242138,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:51:21,P002,P002,P002_pv05,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer codes that,Photo portrait of a Software Engineer codes that,adjacent_word_swap,5,3676046532.0,False,43,P002_pv05_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P002_pv05_w512_h512_seed43.png,7.297466,7.080098,0.217364,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:51:28,P002,P002,P002_pv05,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,Photo portrait of a Software Engineer codes that,Photo portrait of a Software Engineer codes that,adjacent_word_swap,5,3676046532.0,False,44,P002_pv05_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P002_pv05_w512_h512_seed44.png,6.600942,6.385294,0.215641,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:51:35,P003,P003,P003_pv00,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",original,0,,True,42,P003_pv00_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P003_pv00_w512_h512_seed42.png,6.972055,6.717889,0.254164,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:51:42,P003,P003,P003_pv00,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",original,0,,True,43,P003_pv00_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P003_pv00_w512_h512_seed43.png,6.949501,6.783717,0.165781,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:51:49,P003,P003,P003_pv00,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",original,0,,True,44,P003_pv00_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P003_pv00_w512_h512_seed44.png,6.953693,6.657597,0.29609,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:51:57,P003,P003,P003_pv01,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that codes, such that it farily represents different genders and ethnicities","Photo portrait of a Software Engineer that codes, such that it farily represents different genders and ethnicities",typo_swap,1,1081972060.0,False,42,P003_pv01_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P003_pv01_w512_h512_seed42.png,6.892862,6.622384,0.270472,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:52:04,P003,P003,P003_pv01,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that codes, such that it farily represents different genders and ethnicities","Photo portrait of a Software Engineer that codes, such that it farily represents different genders and ethnicities",typo_swap,1,1081972060.0,False,43,P003_pv01_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P003_pv01_w512_h512_seed43.png,6.660314,6.414607,0.245702,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:52:11,P003,P003,P003_pv01,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that codes, such that it farily represents different genders and ethnicities","Photo portrait of a Software Engineer that codes, such that it farily represents different genders and ethnicities",typo_swap,1,1081972060.0,False,44,P003_pv01_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P003_pv01_w512_h512_seed44.png,7.05426,6.73212,0.322136,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:52:18,P003,P003,P003_pv02,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities.","Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities.",punctuation,2,1342392117.0,False,42,P003_pv02_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P003_pv02_w512_h512_seed42.png,6.795427,6.47039,0.325033,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:52:25,P003,P003,P003_pv02,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities.","Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities.",punctuation,2,1342392117.0,False,43,P003_pv02_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P003_pv02_w512_h512_seed43.png,6.951424,6.647752,0.303665,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:52:32,P003,P003,P003_pv02,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities.","Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities.",punctuation,2,1342392117.0,False,44,P003_pv02_w512_h512_seed44,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P003_pv02_w512_h512_seed44.png,6.954671,6.740337,0.214331,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:52:39,P003,P003,P003_pv03,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that codes, such That it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that codes, such That it fairly represents different genders and ethnicities",case,3,951167754.0,False,42,P003_pv03_w512_h512_seed42,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P003_pv03_w512_h512_seed42.png,6.666439,6.440044,0.226388,1979.168,1979.168,2152.0,generated,
20260723_144659,2026-07-23T14:52:46,P003,P003,P003_pv03,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that codes, such That it fairly represents different genders and ethnicities","Photo portrait of a Software Engineer that codes, such That it fairly represents different genders and ethnicities",case,3,951167754.0,False,43,P003_pv03_w512_h512_seed43,stable-diffusion,runwayml/stable-diffusion-v1-5,none,,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,outputs/prompt_variations/images/20260723_144659/P003_pv03_w512_h512_seed43.png,6.940333,6.721901,0.218429,1979.168,1979.168,2152.0,generated,
