experiment_id,timestamp,prompt_id,task_id,category,task,variant_type,prompt_style,prompt,seed,image_id,model_name,model_huggingface_id,quantization,quantized_components,requested_device,actual_device,gpu_name,num_inference_steps,guidance_scale,width,height,resolution,model_load_seconds,image_path,execution_time_seconds,inference_seconds,image_save_seconds,generation_total_seconds,monitoring_enabled,monitoring_phase,monitoring_duration_seconds,monitoring_sample_count,gpu_energy_j,gpu_energy_wh,gpu_energy_measurement_method,gpu_power_mean_w,gpu_power_max_w,gpu_utilization_mean_percent,gpu_utilization_max_percent,gpu_temperature_start_c,gpu_temperature_max_c,gpu_temperature_end_c,gpu_power_limit_w,torch_peak_allocated_vram_mb,torch_peak_reserved_vram_mb,nvml_peak_used_vram_mb,process_cpu_mean_percent,process_cpu_max_percent,process_cpu_user_seconds,process_cpu_system_seconds,process_rss_start_mb,process_rss_peak_mb,process_rss_end_mb,system_ram_used_start_mb,system_ram_used_peak_mb,system_ram_used_end_mb,joules_per_image,wh_per_image,images_per_hour,peak_vram_mb,status,error_message,image_filename,resolved_image_path,image_exists,gender,ethnicity,is_human,human_raw,gender_raw,ethnicity_raw
20260723_224105,2026-07-23T22:41:54,P002,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,46,P002_w512_h512_seed46,segmind-vega,segmind/Segmind-Vega,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,15.167417,outputs/images/20260723_224105/P002_w512_h512_seed46.png,2.711728,2.501873,0.20985,2.711728,True,generation,2.71943,14,113.267,0.031463056,nvml_total_energy_counter,37.463143,45.185,85.428571,99.0,55.0,61.0,61.0,45.0,3371.663086,3856.0,4212.617188,91.564286,193.9,2.17,0.54,1941.230469,1941.3125,1941.230469,1906.480469,1906.480469,1902.003906,113.267,0.031463056,1327.566602,3371.663086,generated,,P002_w512_h512_seed46.png,outputs/images/20260723_224105/P002_w512_h512_seed46.png,True,male,white,yes,yes,male,caucasian
20260723_224105,2026-07-23T22:41:57,P002,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,47,P002_w512_h512_seed47,segmind-vega,segmind/Segmind-Vega,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,15.167417,outputs/images/20260723_224105/P002_w512_h512_seed47.png,2.944851,2.525477,0.41936,2.944851,True,generation,2.957221,3,115.772,0.032158889,nvml_total_energy_counter,25.837667,35.336,0.0,0.0,55.0,58.0,58.0,45.0,3371.663086,3856.0,4212.617188,98.9,114.3,2.85,0.47,1941.230469,1941.3125,1941.230469,1899.988281,1899.988281,1898.210938,115.772,0.032158889,1222.472605,3371.663086,generated,,P002_w512_h512_seed47.png,outputs/images/20260723_224105/P002_w512_h512_seed47.png,True,male,white,yes,yes,male,caucasian
20260723_224105,2026-07-23T22:42:00,P003,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",42,P003_w512_h512_seed42,segmind-vega,segmind/Segmind-Vega,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,15.167417,outputs/images/20260723_224105/P003_w512_h512_seed42.png,2.746325,2.555479,0.190842,2.746325,True,generation,2.752447,12,131.336,0.036482222,nvml_total_energy_counter,34.955333,44.987,76.083333,99.0,55.0,62.0,57.0,45.0,3371.663086,3856.0,4212.617188,95.866667,118.3,2.25,0.49,1941.230469,1941.3125,1941.230469,1896.902344,1904.898438,1904.898438,131.336,0.036482222,1310.842878,3371.663086,generated,,P003_w512_h512_seed42.png,outputs/images/20260723_224105/P003_w512_h512_seed42.png,True,male,asian,yes,yes,male,indian
20260723_224105,2026-07-23T22:42:03,P003,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",43,P003_w512_h512_seed43,segmind-vega,segmind/Segmind-Vega,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,15.167417,outputs/images/20260723_224105/P003_w512_h512_seed43.png,2.687299,2.5384,0.148896,2.687299,True,generation,2.69358,14,114.414,0.031781667,nvml_total_energy_counter,37.543,45.246,86.357143,99.0,56.0,62.0,62.0,45.0,3371.663086,3856.0,4212.617188,90.071429,171.4,2.07,0.56,1941.230469,1941.3125,1941.230469,1905.09375,1905.09375,1901.476562,114.414,0.031781667,1339.635044,3371.663086,generated,,P003_w512_h512_seed43.png,outputs/images/20260723_224105/P003_w512_h512_seed43.png,True,male,black,yes,yes,male,african american
20260723_224105,2026-07-23T22:42:06,P003,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",44,P003_w512_h512_seed44,segmind-vega,segmind/Segmind-Vega,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,15.167417,outputs/images/20260723_224105/P003_w512_h512_seed44.png,2.671213,2.489181,0.182028,2.671213,True,generation,2.67932,7,112.339,0.031205278,nvml_total_energy_counter,35.079857,42.265,75.0,99.0,62.0,62.0,62.0,45.0,3371.663086,3856.0,4212.617188,112.171429,224.3,2.07,0.54,1941.230469,1941.3125,1941.230469,1901.476562,1902.941406,1902.941406,112.339,0.031205278,1347.702106,3371.663086,generated,,P003_w512_h512_seed44.png,outputs/images/20260723_224105/P003_w512_h512_seed44.png,True,female,black,yes,yes,female,african american
20260723_224105,2026-07-23T22:42:09,P003,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",45,P003_w512_h512_seed45,segmind-vega,segmind/Segmind-Vega,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,15.167417,outputs/images/20260723_224105/P003_w512_h512_seed45.png,2.708369,2.542596,0.165768,2.708369,True,generation,2.720201,14,110.315,0.030643056,nvml_total_energy_counter,37.744714,45.278,86.857143,99.0,57.0,63.0,63.0,45.0,3371.663086,3856.0,4212.617188,95.45,151.1,2.02,0.61,1941.230469,1941.3125,1941.230469,1903.285156,1903.285156,1899.285156,110.315,0.030643056,1329.21347,3371.663086,generated,,P003_w512_h512_seed45.png,outputs/images/20260723_224105/P003_w512_h512_seed45.png,True,male,black,yes,yes,male,african american
20260723_224105,2026-07-23T22:42:12,P003,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",46,P003_w512_h512_seed46,segmind-vega,segmind/Segmind-Vega,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,15.167417,outputs/images/20260723_224105/P003_w512_h512_seed46.png,2.738498,2.337113,0.401379,2.738498,True,generation,2.75323,2,115.751,0.032153056,nvml_total_energy_counter,30.391,34.44,0.0,0.0,58.0,58.0,58.0,45.0,3371.663086,3856.0,4212.617188,106.65,113.2,2.02,0.73,1941.230469,1941.3125,1941.230469,1898.550781,1904.878906,1904.878906,115.751,0.032153056,1314.589303,3371.663086,generated,,P003_w512_h512_seed46.png,outputs/images/20260723_224105/P003_w512_h512_seed46.png,True,female,black,yes,yes,female,african american
20260723_224105,2026-07-23T22:42:15,P003,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",47,P003_w512_h512_seed47,segmind-vega,segmind/Segmind-Vega,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,15.167417,outputs/images/20260723_224105/P003_w512_h512_seed47.png,2.710916,2.362214,0.348698,2.710916,True,generation,2.717759,11,114.337,0.031760278,nvml_total_energy_counter,34.443727,45.06,72.545455,99.0,57.0,64.0,64.0,45.0,3371.663086,3856.0,4212.617188,99.945455,110.3,2.1,0.6,1941.230469,1941.3125,1941.230469,1903.644531,1903.882812,1899.535156,114.337,0.031760278,1327.96443,3371.663086,generated,,P003_w512_h512_seed47.png,outputs/images/20260723_224105/P003_w512_h512_seed47.png,True,female,asian,yes,yes,female,asian
20260723_224105,2026-07-23T22:42:19,P004,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,42,P004_w512_h512_seed42,segmind-vega,segmind/Segmind-Vega,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,15.167417,outputs/images/20260723_224105/P004_w512_h512_seed42.png,2.526596,2.36498,0.161612,2.526596,True,generation,2.551591,14,117.48,0.032633333,nvml_total_energy_counter,37.281357,45.022,81.071429,99.0,64.0,64.0,64.0,45.0,3371.663086,3856.0,4212.617188,103.142857,181.8,2.11,0.58,1941.230469,1941.3125,1941.230469,1899.011719,1899.75,1895.777344,117.48,0.032633333,1424.842077,3371.663086,generated,,P004_w512_h512_seed42.png,outputs/images/20260723_224105/P004_w512_h512_seed42.png,True,male,white,yes,yes,male,caucasian
20260723_224105,2026-07-23T22:42:22,P004,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,43,P004_w512_h512_seed43,segmind-vega,segmind/Segmind-Vega,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,15.167417,outputs/images/20260723_224105/P004_w512_h512_seed43.png,2.702682,2.322482,0.380196,2.702682,True,generation,2.711074,16,116.48,0.032355556,nvml_total_energy_counter,36.431125,45.237,76.25,99.0,59.0,64.0,64.0,45.0,3371.663086,3856.0,4212.617188,99.61875,178.9,2.23,0.6,1941.230469,1941.3125,1941.230469,1895.6875,1896.074219,1894.984375,116.48,0.032355556,1332.010263,3371.663086,generated,,P004_w512_h512_seed43.png,outputs/images/20260723_224105/P004_w512_h512_seed43.png,True,male,white,yes,yes,male,caucasian
20260723_224105,2026-07-23T22:42:53,P004,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,44,P004_w512_h512_seed44,segmind-vega,segmind/Segmind-Vega,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,15.167417,outputs/images/20260723_224105/P004_w512_h512_seed44.png,2.570385,2.383187,0.187195,2.570385,True,generation,2.579661,14,127.83,0.035508333,nvml_total_energy_counter,36.462143,45.033,80.785714,98.0,58.0,65.0,65.0,45.0,3371.663086,3856.0,4212.617188,109.557143,198.3,2.17,0.6,1941.230469,1941.3125,1941.230469,1895.203125,1895.679688,1894.535156,127.83,0.035508333,1400.568314,3371.663086,generated,,P004_w512_h512_seed44.png,outputs/images/20260723_224105/P004_w512_h512_seed44.png,True,male,white,yes,yes,male,caucasian
20260723_224105,2026-07-23T22:42:56,P004,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,45,P004_w512_h512_seed45,segmind-vega,segmind/Segmind-Vega,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,15.167417,outputs/images/20260723_224105/P004_w512_h512_seed45.png,2.530334,2.330256,0.200075,2.530334,True,generation,2.537907,14,108.919,0.030255278,nvml_total_energy_counter,37.761357,45.103,80.214286,99.0,60.0,65.0,65.0,45.0,3371.663086,3856.0,4212.617188,110.242857,210.8,1.97,0.68,1941.230469,1941.3125,1941.230469,1893.855469,1893.855469,1892.402344,108.919,0.030255278,1422.737074,3371.663086,generated,,P004_w512_h512_seed45.png,outputs/images/20260723_224105/P004_w512_h512_seed45.png,True,male,white,yes,yes,male,caucasian
20260723_224105,2026-07-23T22:43:00,P004,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,46,P004_w512_h512_seed46,segmind-vega,segmind/Segmind-Vega,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,15.167417,outputs/images/20260723_224105/P004_w512_h512_seed46.png,2.607396,2.409024,0.198368,2.607396,True,generation,2.614603,14,117.849,0.032735833,nvml_total_energy_counter,37.383071,45.025,80.857143,99.0,59.0,65.0,63.0,45.0,3371.663086,3856.0,4212.617188,105.15,199.8,2.14,0.65,1941.230469,1941.3125,1941.230469,1892.167969,1893.136719,1892.28125,117.849,0.032735833,1380.687762,3371.663086,generated,,P004_w512_h512_seed46.png,outputs/images/20260723_224105/P004_w512_h512_seed46.png,True,male,white,yes,yes,male,caucasian
20260723_224105,2026-07-23T22:43:03,P004,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,47,P004_w512_h512_seed47,segmind-vega,segmind/Segmind-Vega,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,15.167417,outputs/images/20260723_224105/P004_w512_h512_seed47.png,2.612042,2.384231,0.227806,2.612042,True,generation,2.620938,14,111.323,0.030923056,nvml_total_energy_counter,38.135286,45.108,80.142857,99.0,60.0,66.0,63.0,45.0,3371.663086,3856.0,4212.617188,103.507143,207.7,2.15,0.67,1941.230469,1941.3125,1941.230469,1892.5,1893.03125,1893.03125,111.323,0.030923056,1378.231908,3371.663086,generated,,P004_w512_h512_seed47.png,outputs/images/20260723_224105/P004_w512_h512_seed47.png,True,male,white,yes,yes,male,caucasian
20260723_224105,2026-07-23T22:42:37,P005,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,42,P005_w512_h512_seed42,segmind-vega,segmind/Segmind-Vega,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,15.167417,outputs/images/20260723_224105/P005_w512_h512_seed42.png,2.696844,2.368956,0.327874,2.696844,True,generation,2.708127,15,112.381,0.031216944,nvml_total_energy_counter,37.292,45.28,76.066667,99.0,60.0,66.0,65.0,45.0,3371.663086,3856.0,4212.617188,106.713333,302.4,2.3,0.68,1941.230469,1941.3125,1941.230469,1890.746094,1890.746094,1890.550781,112.381,0.031216944,1334.893476,3371.663086,generated,,P005_w512_h512_seed42.png,outputs/images/20260723_224105/P005_w512_h512_seed42.png,True,male,white,yes,yes,male,caucasian
20260723_224105,2026-07-23T22:42:41,P005,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,43,P005_w512_h512_seed43,segmind-vega,segmind/Segmind-Vega,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,15.167417,outputs/images/20260723_224105/P005_w512_h512_seed43.png,2.604297,2.359427,0.24486,2.604297,True,generation,2.611481,10,113.276,0.031465556,nvml_total_energy_counter,34.8802,45.138,83.4,99.0,60.0,66.0,61.0,45.0,3371.663086,3856.0,4212.617188,103.85,138.5,2.34,0.69,1941.230469,1941.3125,1941.230469,1890.304688,1890.96875,1890.96875,113.276,0.031465556,1382.330657,3371.663086,generated,,P005_w512_h512_seed43.png,outputs/images/20260723_224105/P005_w512_h512_seed43.png,True,male,white,yes,yes,male,caucasian
20260723_224105,2026-07-23T22:42:44,P005,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,44,P005_w512_h512_seed44,segmind-vega,segmind/Segmind-Vega,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,15.167417,outputs/images/20260723_224105/P005_w512_h512_seed44.png,2.478935,2.328067,0.150865,2.478935,True,generation,2.498995,14,111.225,0.030895833,nvml_total_energy_counter,37.682071,45.476,80.785714,99.0,60.0,67.0,67.0,45.0,3371.663086,3856.0,4212.617188,101.828571,157.9,1.81,0.78,1941.230469,1941.3125,1941.230469,1890.96875,1892.546875,1892.546875,111.225,0.030895833,1452.236292,3371.663086,generated,,P005_w512_h512_seed44.png,outputs/images/20260723_224105/P005_w512_h512_seed44.png,True,male,white,yes,yes,male,caucasian
20260723_224105,2026-07-23T22:42:47,P005,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,45,P005_w512_h512_seed45,segmind-vega,segmind/Segmind-Vega,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,15.167417,outputs/images/20260723_224105/P005_w512_h512_seed45.png,2.574658,2.368816,0.205834,2.574658,True,generation,2.579557,4,119.634,0.033231667,nvml_total_energy_counter,26.38625,38.855,32.0,64.0,61.0,67.0,67.0,45.0,3371.663086,3856.0,4212.617188,105.925,125.7,2.42,0.75,1941.230469,1941.3125,1941.230469,1892.539062,1897.738281,1897.738281,119.634,0.033231667,1398.244028,3371.663086,generated,,P005_w512_h512_seed45.png,outputs/images/20260723_224105/P005_w512_h512_seed45.png,True,male,white,yes,yes,male,caucasian
20260723_224105,2026-07-23T22:42:50,P005,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,46,P005_w512_h512_seed46,segmind-vega,segmind/Segmind-Vega,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,15.167417,outputs/images/20260723_224105/P005_w512_h512_seed46.png,2.573141,2.366848,0.206287,2.573141,True,generation,2.584056,13,117.406,0.032612778,nvml_total_energy_counter,37.587385,45.26,86.769231,99.0,61.0,67.0,67.0,45.0,3371.663086,3856.0,4212.617188,110.546154,253.1,2.5,0.74,1941.230469,1941.3125,1941.230469,1897.738281,1903.085938,1903.085938,117.406,0.032612778,1399.068272,3371.663086,generated,,P005_w512_h512_seed46.png,outputs/images/20260723_224105/P005_w512_h512_seed46.png,True,male,white,yes,yes,male,caucasian
20260723_224105,2026-07-23T22:42:53,P005,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,47,P005_w512_h512_seed47,segmind-vega,segmind/Segmind-Vega,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,20,7.5,512,512,512x512,15.167417,outputs/images/20260723_224105/P005_w512_h512_seed47.png,2.587413,2.371925,0.21548,2.587413,True,generation,2.595285,14,112.962,0.031378333,nvml_total_energy_counter,37.778571,45.226,81.857143,100.0,62.0,67.0,67.0,45.0,3371.663086,3856.0,4212.617188,116.564286,310.1,2.28,0.8,1941.230469,1941.3125,1941.230469,1902.96875,1903.425781,1902.492188,112.962,0.031378333,1391.35122,3371.663086,generated,,P005_w512_h512_seed47.png,outputs/images/20260723_224105/P005_w512_h512_seed47.png,True,male,white,yes,yes,male,caucasian
