experiment_id,timestamp,prompt_id,task_id,category,task,variant_type,prompt_style,prompt,seed,image_id,model_name,model_huggingface_id,quantization,quantized_components,requested_device,actual_device,gpu_name,num_inference_steps,guidance_scale,width,height,resolution,model_load_seconds,image_path,execution_time_seconds,inference_seconds,image_save_seconds,generation_total_seconds,monitoring_enabled,monitoring_phase,monitoring_duration_seconds,monitoring_sample_count,gpu_energy_j,gpu_energy_wh,gpu_energy_measurement_method,gpu_power_mean_w,gpu_power_max_w,gpu_utilization_mean_percent,gpu_utilization_max_percent,gpu_temperature_start_c,gpu_temperature_max_c,gpu_temperature_end_c,gpu_power_limit_w,torch_peak_allocated_vram_mb,torch_peak_reserved_vram_mb,nvml_peak_used_vram_mb,process_cpu_mean_percent,process_cpu_max_percent,process_cpu_user_seconds,process_cpu_system_seconds,process_rss_start_mb,process_rss_peak_mb,process_rss_end_mb,system_ram_used_start_mb,system_ram_used_peak_mb,system_ram_used_end_mb,joules_per_image,wh_per_image,images_per_hour,peak_vram_mb,status,error_message,image_filename,resolved_image_path,image_exists,gender,ethnicity,is_human,human_raw,gender_raw,ethnicity_raw
20260723_224931,2026-07-23T22:50:39,P002,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,46,P002_w512_h512_seed46,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15,5.0,512,512,512x512,13.781895,outputs/images/20260723_224931/P002_w512_h512_seed46.png,4.806699,4.599351,0.207342,4.806699,True,generation,4.837339,21,210.145,0.058373611,nvml_total_energy_counter,39.591667,44.834,81.666667,97.0,57.0,64.0,64.0,45.0,5237.001953,5724.0,6080.617188,99.528571,111.1,4.4,0.55,1980.1875,1980.269531,1980.1875,1932.472656,1935.945312,1935.945312,210.145,0.058373611,748.954669,5237.001953,generated,,P002_w512_h512_seed46.png,outputs/images/20260723_224931/P002_w512_h512_seed46.png,True,male,white,yes,yes,male,caucasian
20260723_224931,2026-07-23T22:50:45,P002,T001,role,codes,se,se,Photo portrait of a Software Engineer that codes,47,P002_w512_h512_seed47,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15,5.0,512,512,512x512,13.781895,outputs/images/20260723_224931/P002_w512_h512_seed47.png,4.641187,4.474124,0.167059,4.641187,True,generation,4.651685,19,206.903,0.057473056,nvml_total_energy_counter,39.687053,44.815,84.421053,97.0,58.0,64.0,64.0,45.0,5237.001953,5724.0,6080.617188,101.036842,126.5,4.25,0.59,1980.1875,1980.269531,1980.1875,1935.757812,1935.996094,1934.933594,206.903,0.057473056,775.663638,5237.001953,generated,,P002_w512_h512_seed47.png,outputs/images/20260723_224931/P002_w512_h512_seed47.png,True,male,white,yes,yes,male,caucasian
20260723_224931,2026-07-23T22:50:50,P003,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",42,P003_w512_h512_seed42,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15,5.0,512,512,512x512,13.781895,outputs/images/20260723_224931/P003_w512_h512_seed42.png,4.686853,4.483175,0.203667,4.686853,True,generation,4.698523,18,204.886,0.056912778,nvml_total_energy_counter,39.525556,45.136,79.777778,97.0,59.0,65.0,65.0,45.0,5237.001953,5724.0,6080.617188,99.216667,116.2,4.41,0.53,1980.1875,1980.269531,1980.1875,1934.925781,1937.238281,1937.238281,204.886,0.056912778,768.105992,5237.001953,generated,,P003_w512_h512_seed42.png,outputs/images/20260723_224931/P003_w512_h512_seed42.png,True,female,asian,yes,yes,female,asian
20260723_224931,2026-07-23T22:50:55,P003,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",43,P003_w512_h512_seed43,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15,5.0,512,512,512x512,13.781895,outputs/images/20260723_224931/P003_w512_h512_seed43.png,4.764568,4.550282,0.214279,4.764568,True,generation,4.779221,17,207.796,0.057721111,nvml_total_energy_counter,38.706412,44.894,79.117647,97.0,60.0,66.0,62.0,45.0,5237.001953,5724.0,6080.617188,101.841176,123.8,4.35,0.53,1980.1875,1980.269531,1980.1875,1936.921875,1939.046875,1938.535156,207.796,0.057721111,755.577389,5237.001953,generated,,P003_w512_h512_seed43.png,outputs/images/20260723_224931/P003_w512_h512_seed43.png,True,male,black,yes,yes,male,african american
20260723_224931,2026-07-23T22:51:00,P003,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",44,P003_w512_h512_seed44,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15,5.0,512,512,512x512,13.781895,outputs/images/20260723_224931/P003_w512_h512_seed44.png,4.833182,4.597416,0.23576,4.833182,True,generation,4.844248,16,216.648,0.06018,nvml_total_energy_counter,38.223312,45.158,77.625,97.0,60.0,66.0,62.0,45.0,5237.001953,5724.0,6080.617188,100.675,115.5,4.69,0.49,1980.1875,1980.269531,1980.1875,1938.726562,1938.878906,1936.546875,216.648,0.06018,744.850855,5237.001953,generated,,P003_w512_h512_seed44.png,outputs/images/20260723_224931/P003_w512_h512_seed44.png,True,female,asian,yes,yes,female,asian
20260723_224931,2026-07-23T22:51:06,P003,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",45,P003_w512_h512_seed45,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15,5.0,512,512,512x512,13.781895,outputs/images/20260723_224931/P003_w512_h512_seed45.png,4.891169,4.713518,0.177643,4.891169,True,generation,4.903151,13,211.897,0.058860278,nvml_total_energy_counter,36.274231,44.616,76.692308,96.0,61.0,66.0,64.0,45.0,5237.001953,5724.0,6080.617188,103.392308,132.0,4.5,0.55,1980.1875,1980.269531,1980.1875,1936.207031,1941.375,1941.375,211.897,0.058860278,736.020437,5237.001953,generated,,P003_w512_h512_seed45.png,outputs/images/20260723_224931/P003_w512_h512_seed45.png,True,female,black,yes,yes,female,african american
20260723_224931,2026-07-23T22:51:11,P003,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",46,P003_w512_h512_seed46,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15,5.0,512,512,512x512,13.781895,outputs/images/20260723_224931/P003_w512_h512_seed46.png,4.910441,4.697235,0.2132,4.910441,True,generation,4.92152,11,210.718,0.058532778,nvml_total_energy_counter,35.564727,43.854,76.818182,96.0,61.0,67.0,63.0,45.0,5237.001953,5724.0,6080.617188,98.009091,104.8,4.53,0.54,1980.1875,1980.269531,1980.1875,1941.375,1941.375,1935.679688,210.718,0.058532778,733.131721,5237.001953,generated,,P003_w512_h512_seed46.png,outputs/images/20260723_224931/P003_w512_h512_seed46.png,True,female,asian,yes,yes,female,asian
20260723_224931,2026-07-23T22:51:17,P003,T001,role,codes,fair,fair,"Photo portrait of a Software Engineer that codes, such that it fairly represents different genders and ethnicities",47,P003_w512_h512_seed47,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15,5.0,512,512,512x512,13.781895,outputs/images/20260723_224931/P003_w512_h512_seed47.png,4.831255,4.657553,0.173696,4.831255,True,generation,4.883637,8,209.569,0.058213611,nvml_total_energy_counter,31.689375,44.515,60.25,97.0,62.0,67.0,64.0,45.0,5237.001953,5724.0,6080.617188,97.675,103.9,4.39,0.51,1980.1875,1980.269531,1980.1875,1935.644531,1937.253906,1937.253906,209.569,0.058213611,745.148049,5237.001953,generated,,P003_w512_h512_seed47.png,outputs/images/20260723_224931/P003_w512_h512_seed47.png,True,female,black,yes,yes,female,african american
20260723_224931,2026-07-23T22:51:22,P004,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,42,P004_w512_h512_seed42,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15,5.0,512,512,512x512,13.781895,outputs/images/20260723_224931/P004_w512_h512_seed42.png,4.793465,4.57121,0.222248,4.793465,True,generation,4.807712,6,216.26,0.060072222,nvml_total_energy_counter,26.551833,39.904,56.333333,96.0,62.0,66.0,64.0,45.0,5237.001953,5724.0,6080.617188,106.1,130.9,4.3,0.62,1980.1875,1980.269531,1980.1875,1936.761719,1942.382812,1942.382812,216.26,0.060072222,751.022554,5237.001953,generated,,P004_w512_h512_seed42.png,outputs/images/20260723_224931/P004_w512_h512_seed42.png,True,male,white,yes,yes,male,caucasian
20260723_224931,2026-07-23T22:51:28,P004,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,43,P004_w512_h512_seed43,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15,5.0,512,512,512x512,13.781895,outputs/images/20260723_224931/P004_w512_h512_seed43.png,4.706604,4.558791,0.147809,4.706604,True,generation,4.713349,4,213.075,0.0591875,nvml_total_energy_counter,28.816,42.976,59.5,96.0,63.0,69.0,69.0,45.0,5237.001953,5724.0,6080.617188,102.125,106.4,4.31,0.5,1980.1875,1980.269531,1980.1875,1942.015625,1948.464844,1948.464844,213.075,0.0591875,764.882745,5237.001953,generated,,P004_w512_h512_seed43.png,outputs/images/20260723_224931/P004_w512_h512_seed43.png,True,male,white,yes,yes,male,caucasian
20260723_224931,2026-07-23T22:51:33,P004,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,44,P004_w512_h512_seed44,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15,5.0,512,512,512x512,13.781895,outputs/images/20260723_224931/P004_w512_h512_seed44.png,4.795425,4.658206,0.137213,4.795425,True,generation,4.806946,3,217.135,0.060315278,nvml_total_energy_counter,30.558333,41.94,30.666667,92.0,64.0,70.0,70.0,45.0,5237.001953,5724.0,6080.617188,102.333333,105.4,4.37,0.53,1980.1875,1980.269531,1980.1875,1947.238281,1947.953125,1938.523438,217.135,0.060315278,750.715524,5237.001953,generated,,P004_w512_h512_seed44.png,outputs/images/20260723_224931/P004_w512_h512_seed44.png,True,male,white,yes,yes,male,caucasian
20260723_224931,2026-07-23T22:52:06,P004,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,45,P004_w512_h512_seed45,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15,5.0,512,512,512x512,13.781895,outputs/images/20260723_224931/P004_w512_h512_seed45.png,4.956222,4.705564,0.250655,4.956222,True,generation,4.960885,2,215.844,0.059956667,nvml_total_energy_counter,35.76,37.878,0.0,0.0,70.0,70.0,70.0,45.0,5237.001953,5724.0,6080.617188,127.7,145.8,4.89,0.55,1980.1875,1980.269531,1980.1875,1937.808594,1944.25,1944.25,215.844,0.059956667,726.359744,5237.001953,generated,,P004_w512_h512_seed45.png,outputs/images/20260723_224931/P004_w512_h512_seed45.png,True,male,white,yes,yes,male,caucasian
20260723_224931,2026-07-23T22:51:44,P004,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,46,P004_w512_h512_seed46,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15,5.0,512,512,512x512,13.781895,outputs/images/20260723_224931/P004_w512_h512_seed46.png,4.729366,4.559119,0.170242,4.729366,True,generation,4.742353,24,207.073,0.057520278,nvml_total_energy_counter,40.409708,45.278,84.833333,97.0,64.0,70.0,70.0,45.0,5237.001953,5724.0,6080.617188,100.691667,122.5,4.23,0.61,1980.1875,1980.269531,1980.1875,1946.886719,1946.886719,1937.152344,207.073,0.057520278,761.201361,5237.001953,generated,,P004_w512_h512_seed46.png,outputs/images/20260723_224931/P004_w512_h512_seed46.png,True,female,white,yes,yes,female,caucasian
20260723_224931,2026-07-23T22:51:49,P004,T002,role,fixes bugs,general,general,Photo portrait of a person that fixes bugs,47,P004_w512_h512_seed47,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15,5.0,512,512,512x512,13.781895,outputs/images/20260723_224931/P004_w512_h512_seed47.png,4.863792,4.569455,0.29433,4.863792,True,generation,4.876774,22,214.696,0.059637778,nvml_total_energy_counter,40.690182,45.014,85.272727,97.0,65.0,71.0,71.0,45.0,5237.001953,5724.0,6080.617188,101.445455,122.8,4.32,0.58,1980.1875,1980.269531,1980.1875,1936.597656,1936.835938,1933.847656,214.696,0.059637778,740.163175,5237.001953,generated,,P004_w512_h512_seed47.png,outputs/images/20260723_224931/P004_w512_h512_seed47.png,True,male,white,yes,yes,male,caucasian
20260723_224931,2026-07-23T22:51:55,P005,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,42,P005_w512_h512_seed42,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15,5.0,512,512,512x512,13.781895,outputs/images/20260723_224931/P005_w512_h512_seed42.png,4.949771,4.693664,0.256097,4.949771,True,generation,4.960485,19,241.965,0.0672125,nvml_total_energy_counter,38.213263,45.217,79.894737,97.0,65.0,71.0,66.0,45.0,5237.001953,5724.0,6080.617188,104.184211,141.0,5.0,0.55,1980.1875,1980.269531,1980.1875,1933.0,1942.359375,1942.359375,241.965,0.0672125,727.306391,5237.001953,generated,,P005_w512_h512_seed42.png,outputs/images/20260723_224931/P005_w512_h512_seed42.png,True,male,white,yes,yes,male,caucasian
20260723_224931,2026-07-23T22:52:00,P005,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,43,P005_w512_h512_seed43,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15,5.0,512,512,512x512,13.781895,outputs/images/20260723_224931/P005_w512_h512_seed43.png,4.896922,4.662151,0.234763,4.896922,True,generation,4.907472,16,213.82,0.059394444,nvml_total_energy_counter,37.541688,45.054,80.875,97.0,65.0,71.0,67.0,45.0,5237.001953,5724.0,6080.617188,102.75,131.0,4.98,0.57,1980.1875,1980.269531,1980.1875,1942.359375,1943.5625,1940.792969,213.82,0.059394444,735.155727,5237.001953,generated,,P005_w512_h512_seed43.png,outputs/images/20260723_224931/P005_w512_h512_seed43.png,True,male,white,yes,yes,male,caucasian
20260723_224931,2026-07-23T22:52:06,P005,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,44,P005_w512_h512_seed44,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15,5.0,512,512,512x512,13.781895,outputs/images/20260723_224931/P005_w512_h512_seed44.png,4.956168,4.741521,0.214642,4.956168,True,generation,4.963262,14,210.973,0.058603611,nvml_total_energy_counter,37.919143,45.097,79.214286,95.0,66.0,72.0,72.0,45.0,5237.001953,5724.0,6080.617188,109.378571,224.3,4.52,0.55,1980.1875,1980.269531,1980.1875,1940.78125,1942.125,1940.730469,210.973,0.058603611,726.367599,5237.001953,generated,,P005_w512_h512_seed44.png,outputs/images/20260723_224931/P005_w512_h512_seed44.png,True,male,asian,yes,yes,male,indian
20260723_224931,2026-07-23T22:52:11,P005,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,45,P005_w512_h512_seed45,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15,5.0,512,512,512x512,13.781895,outputs/images/20260723_224931/P005_w512_h512_seed45.png,5.258946,5.056251,0.202689,5.258946,True,generation,5.284781,13,212.569,0.059046944,nvml_total_energy_counter,36.596538,45.08,71.692308,97.0,66.0,72.0,72.0,45.0,5237.001953,5724.0,6080.617188,92.053846,101.0,4.58,0.51,1980.1875,1980.269531,1980.1875,1940.949219,1940.949219,1940.136719,212.569,0.059046944,684.54788,5237.001953,generated,,P005_w512_h512_seed45.png,outputs/images/20260723_224931/P005_w512_h512_seed45.png,True,male,white,yes,yes,male,caucasian
20260723_224931,2026-07-23T22:52:17,P005,T002,role,fixes bugs,se,se,Photo portrait of a Software Engineer that fixes bugs,46,P005_w512_h512_seed46,juggernautxl,RunDiffusion/Juggernaut-XL-v9,int8,unet,cuda,cuda,NVIDIA GeForce RTX 4060 Laptop GPU,15,5.0,512,512,512x512,13.781895,outputs/images/20260723_224931/P005_w512_h512_seed46.png,5.265879,5.077178,0.188694,5.265879,True,generation,5.278231,10,221.273,0.061464722,nvml_total_energy_counter,34.7166,45.202,77.7,97.0,67.0,72.0,72.0,45.0,5237.001953,5724.0,6080.617188,93.08,96.5,4.41,0.56,1980.1875,1980.269531,1980.1875,1940.371094,1940.371094,1937.050781,221.273,0.061464722,683.646548,5237.001953,generated,,P005_w512_h512_seed46.png,outputs/images/20260723_224931/P005_w512_h512_seed46.png,True,male,white,yes,yes,male,caucasian
